Event,FieldStarID,RA,Dec,t_0,t_E,u_0,Isource,Ibase,Icat,Ctype,A_I,Related_event,table_year,ra_deg,dec_deg
KMT-2023-BLG-0681,BLG01N0601.078410,17:56:10.73,-32:07:17.00,60066.36237,2.91,0.7,19.99,20.0,20.64,1,1.42,,2023,269.0447083333333,-32.12138888888889
KMT-2023-BLG-0682,BLG02M0403.061201,17:56:58.20,-28:40:38.39,60090.27372,150.81,0.008,19.74,19.64,19.64,1,1.89,MB23185 OB230470,2023,269.24249999999995,-28.677330555555557
KMT-2023-BLG-0683,BLG02M0804.060401,17:54:33.48,-28:33:48.78,60078.39449,199.83,0.044,22.35,20.0,20.58,2,2.09,,2023,268.63949999999994,-28.56355
KMT-2023-BLG-0684,BLG02T0504.012849,17:51:43.05,-29:36:50.69,60098.09289,33.04,0.413,17.99,17.85,17.85,1,2.48,MB23213 OB230389,2023,267.929375,-29.614080555555557
KMT-2023-BLG-0685,BLG02T0701.009135,17:50:36.73,-30:03:50.90,60112.17423,39.46,0.836,17.82,17.89,17.89,1,3.0,,2023,267.65304166666664,-30.06413888888889
KMT-2023-BLG-0686,BLG13M0802.001169,17:35:22.15,-34:06:34.96,60140.55954,79.8,0.706,17.23,17.26,17.26,2,3.76,,2023,263.84229166666665,-34.10971111111111
KMT-2023-BLG-0687,SAO13M0805.029008,17:35:18.18,-33:46:11.82,60118.67065,199.86,0.2,21.07,20.0,22.17,3,5.33,,2023,263.82574999999997,-33.76995
KMT-2023-BLG-0688,BLG14K0307.052790,17:35:22.12,-27:58:42.35,60071.27467,30.54,0.017,22.13,20.0,21.55,2,3.2,,2023,263.8421666666666,-27.978430555555555
KMT-2023-BLG-0689,BLG14M0208.003407,17:40:23.79,-27:55:41.48,60107.70752,62.77,0.283,18.04,17.91,17.91,2,3.72,OB230374,2023,265.09912499999996,-27.92818888888889
KMT-2023-BLG-0690,BLG15M0104.075852,17:41:17.00,-26:19:31.22,60070.88512,61.2,0.138,23.05,20.0,21.83,2,3.09,,2023,265.3208333333333,-26.32533888888889
KMT-2023-BLG-0691,BLG15N0306.068065,17:40:22.02,-27:11:59.64,60067.16226,8.97,0.045,20.95,20.0,21.39,2,3.03,,2023,265.09175,-27.1999
KMT-2023-BLG-0692,SAO15N0601.001102,17:38:39.63,-27:48:52.45,60106.88711,65.93,0.999,17.8,16.4,16.4,2,2.49,,2023,264.66512499999993,-27.814569444444444
KMT-2023-BLG-0693,SAO15N0706.002040,17:37:43.30,-27:12:38.45,60086.70525,12.58,0.737,17.22,17.21,17.21,2,2.92,MB23196 OB230561,2023,264.43041666666664,-27.210680555555555
KMT-2023-BLG-0694,BLG18K0407.070241,17:43:38.46,-25:50:14.03,60065.93599,5.36,0.178,21.11,20.0,21.43,2,2.83,,2023,265.91024999999996,-25.837230555555553
KMT-2023-BLG-0695,BLG18M0705.029897,17:46:58.46,-26:03:35.64,60066.89852,2.16,0.014,20.41,20.0,21.2,2,3.74,,2023,266.7435833333333,-26.0599
KMT-2023-BLG-0696,BLG19N0806.059561,17:46:21.18,-25:02:09.53,60066.89985,37.97,0.021,24.06,20.0,21.91,2,3.26,,2023,266.58824999999996,-25.035980555555557
KMT-2023-BLG-0697,BLG20N0808.007375,17:46:31.51,-22:35:43.91,60076.90925,14.6,0.665,18.33,18.26,18.26,1,1.5,,2023,266.63129166666664,-22.595530555555555
KMT-2023-BLG-0698,BLG20T0706.011691,17:42:14.49,-22:51:07.70,60065.86738,19.69,0.085,22.4,19.27,19.27,2,1.48,,2023,265.56037499999996,-22.85213888888889
KMT-2023-BLG-0699,BLG22K0703.002648,17:50:11.10,-32:52:49.58,60076.16821,10.48,0.069,17.14,16.63,16.63,1,2.24,OB230455,2023,267.54624999999993,-32.88043888888889
KMT-2023-BLG-0700,BLG22K0705.024380,17:50:17.02,-32:35:08.20,60076.43548,23.65,0.275,20.53,20.0,20.34,2,2.64,,2023,267.5709166666666,-32.58561111111111
KMT-2023-BLG-0701,BLG31N0806.019272,18:13:46.90,-26:12:11.92,60096.39461,42.42,0.399,19.63,18.79,18.79,1,1.07,OB230625,2023,273.44541666666663,-26.20331111111111
KMT-2023-BLG-0702,BLG32M0601.007679,18:12:50.36,-27:45:52.81,60068.61415,11.98,0.805,19.14,17.6,17.6,1,0.54,,2023,273.2098333333333,-27.764669444444444
KMT-2023-BLG-0703,BLG33T0705.002651,18:09:05.42,-30:32:06.40,60101.48643,45.48,0.995,16.96,16.86,16.86,1,0.84,MB23247,2023,272.2725833333333,-30.535111111111114
KMT-2023-BLG-0704,BLG38K0406.003461,17:53:01.26,-21:44:08.12,60075.42397,55.85,0.07,20.44,17.11,17.11,4,1.88,,2023,268.25525,-21.73558888888889
KMT-2023-BLG-0705,BLG41M0508.011519,17:56:18.63,-30:16:11.89,60110.7116,55.12,0.107,19.33,17.98,17.98,1,1.66,MB23241 OB230605,2023,269.077625,-30.269969444444442
KMT-2023-BLG-0706,SSO41T0105.000016,17:53:45.11,-31:44:31.60,60130.75335,199.95,0.033,17.98,12.89,12.89,1,1.92,OB230416,2023,268.4379583333333,-31.74211111111111
KMT-2023-BLG-0707,BLG42K0201.048866,17:53:10.35,-29:02:14.78,60069.21033,23.98,0.168,21.7,19.55,19.55,1,2.72,OB230427,2023,268.293125,-29.03743888888889
KMT-2023-BLG-0708,BLG42T0602.034795,17:50:46.22,-30:03:55.58,60077.33209,50.54,0.172,21.15,19.75,19.75,1,2.83,,2023,267.6925833333333,-30.065438888888888
KMT-2023-BLG-0709,SSO43K0402.084688,17:59:24.37,-27:53:23.42,60066.13158,53.76,0.018,23.79,20.0,21.62,2,1.77,,2023,269.85154166666666,-27.88983888888889
KMT-2023-BLG-0710,BLG43K0706.076027,17:57:49.54,-27:16:57.72,60067.82553,49.5,0.065,22.76,20.0,21.85,2,3.05,,2023,269.45641666666666,-27.2827
KMT-2023-BLG-0711,SAO02K0105.003297,17:54:09.77,-28:26:36.53,60093.44587,18.01,0.207,16.95,16.96,16.96,2,2.49,OB230442,2023,268.54070833333327,-28.443480555555556
KMT-2023-BLG-0712,BLG02N0607.055632,17:55:51.74,-29:12:30.20,60068.12446,7.45,0.049,21.9,19.38,19.38,1,1.76,OB230451,2023,268.9655833333333,-29.208388888888887
KMT-2023-BLG-0713,BLG03M0301.093760,18:05:05.33,-27:49:20.89,60069.89048,6.56,0.479,19.85,20.0,20.34,1,0.92,,2023,271.2722083333333,-27.822469444444444
KMT-2023-BLG-0714,BLG03N0208.070819,18:05:42.66,-28:03:10.58,60147.9238,10.09,0.332,19.61,19.63,19.63,1,0.8,,2023,271.42774999999995,-28.05293888888889
KMT-2023-BLG-0715,BLG03N0306.007331,18:05:19.64,-28:16:57.50,60129.2226,95.77,0.147,18.87,17.17,17.17,1,0.82,MB23181 OB230290,2023,271.3318333333333,-28.282638888888886
KMT-2023-BLG-0716,BLG04K0607.027186,18:00:47.34,-29:06:59.18,60068.04858,3.5,0.046,20.1,18.54,18.54,1,1.08,,2023,270.19724999999994,-29.11643888888889
KMT-2023-BLG-0717,BLG04N0308.073570,18:07:12.72,-30:11:44.20,60069.13766,13.08,0.003,21.35,20.0,21.07,1,0.88,MB23171,2023,271.803,-30.195611111111113
KMT-2023-BLG-0718,BLG14M0404.071169,17:39:36.99,-28:23:03.12,60075.06288,10.92,0.084,20.23,20.0,22.08,3,3.73,,2023,264.90412499999996,-28.3842
KMT-2023-BLG-0719,BLG17M0701.012556,17:45:54.03,-33:06:50.08,60068.17904,10.4,0.421,19.56,19.53,19.53,4,2.33,,2023,266.475125,-33.113911111111115
KMT-2023-BLG-0720,BLG19T0701.033764,17:42:23.34,-25:37:08.69,60074.69428,17.45,0.299,20.82,20.0,20.27,2,2.32,,2023,265.5972499999999,-25.619080555555556
KMT-2023-BLG-0721,BLG21T0807.043035,17:49:27.05,-35:39:26.60,60068.60641,31.47,0.094,21.99,19.88,19.88,1,0.98,,2023,267.3627083333333,-35.65738888888889
KMT-2023-BLG-0722,BLG31N0508.058090,18:15:30.28,-25:59:55.50,60067.21354,5.81,0.201,21.84,20.0,20.39,1,1.09,,2023,273.8761666666666,-25.99875
KMT-2023-BLG-0723,BLG35T0307.000826,18:02:51.77,-26:06:24.41,60082.80245,130.07,0.031,21.61,16.55,16.55,2,3.28,OB230578,2023,270.7157083333333,-26.106780555555556
KMT-2023-BLG-0724,BLG37N0401.062638,17:47:17.26,-36:20:27.10,60120.01346,115.19,0.42,20.09,20.0,20.97,1,1.06,,2023,266.8219166666667,-36.34086111111111
KMT-2023-BLG-0725,BLG41N0302.036173,17:57:26.26,-32:08:42.11,60067.80952,8.45,0.013,23.4,19.45,19.45,1,1.34,,2023,269.3594166666666,-32.14503055555556
KMT-2023-BLG-0726,BLG41T0801.036639,17:49:37.74,-32:12:34.24,60070.49486,49.27,0.193,22.55,20.0,22.23,2,3.93,,2023,267.40725,-32.20951111111111
KMT-2023-BLG-0727,BLG42T0408.008535,17:51:51.90,-29:14:58.20,60071.94143,82.88,0.013,23.13,17.5,17.5,1,3.04,,2023,267.96625,-29.2495
KMT-2023-BLG-0728,SAO01K0403.012414,17:52:27.03,-30:42:51.08,60133.23322,71.25,0.738,18.05,18.06,18.06,1,1.84,MB23266 OB230611,2023,268.112625,-30.714188888888888
KMT-2023-BLG-0729,BLG01K0705.039775,17:50:15.91,-30:33:08.39,60069.05079,23.89,0.024,23.38,19.77,19.77,1,2.31,,2023,267.56629166666664,-30.552330555555557
KMT-2023-BLG-0730,BLG01K0801.001135,17:49:48.19,-30:59:21.41,60078.91724,6.6,0.249,16.93,16.91,16.91,2,3.32,,2023,267.45079166666665,-30.989280555555556
KMT-2023-BLG-0731,BLG01T0404.005771,17:52:08.16,-31:46:28.31,60072.85175,28.13,0.136,21.21,17.56,17.56,1,2.47,,2023,268.034,-31.774530555555554
KMT-2023-BLG-0732,BLG01T0504.003589,17:51:40.28,-31:43:55.81,60096.92477,30.05,0.607,19.03,17.81,17.81,1,3.12,OB230662,2023,267.9178333333333,-31.73216944444444
KMT-2023-BLG-0733,BLG02N0307.014722,17:57:36.01,-29:12:38.02,60085.21671,29.54,0.732,18.04,18.1,18.1,1,1.5,,2023,269.40004166666665,-29.21056111111111
KMT-2023-BLG-0734,BLG02T0302.015831,17:52:36.14,-29:50:33.79,60068.68384,71.28,0.106,22.18,18.02,18.02,1,2.02,,2023,268.1505833333333,-29.842719444444445
KMT-2023-BLG-0735,SAO02T0707.018451,17:50:18.23,-29:12:10.51,60070.57646,53.69,0.006,24.08,19.79,19.79,1,5.97,,2023,267.5759583333333,-29.202919444444444
KMT-2023-BLG-0736,BLG03M0301.049201,18:05:25.92,-27:46:30.68,60079.95715,29.22,0.394,20.5,19.17,19.17,1,0.92,,2023,271.35799999999995,-27.775188888888888
KMT-2023-BLG-0737,SAO03M0703.066353,18:03:04.20,-27:34:47.89,60069.24349,1.5,0.626,19.67,19.78,19.78,1,1.24,,2023,270.7675,-27.579969444444444
KMT-2023-BLG-0738,SAO03N0503.017246,18:04:04.63,-28:43:42.49,60081.8611,26.2,0.102,20.53,18.09,18.09,1,0.85,OB230488,2023,271.0192916666666,-28.728469444444443
KMT-2023-BLG-0739,SAO03T0401.007127,17:59:50.12,-28:56:46.39,60104.13703,19.59,0.693,16.8,16.8,16.8,1,1.02,MB23207 OB230484,2023,269.95883333333336,-28.946219444444445
KMT-2023-BLG-0740,BLG04K0302.013664,18:02:11.72,-29:49:03.79,60072.07119,4.72,0.765,17.92,17.98,17.98,1,0.88,,2023,270.54883333333333,-29.817719444444442
KMT-2023-BLG-0741,SAO04K0803.055599,17:59:37.88,-29:43:28.81,60078.53943,26.11,0.351,19.78,19.29,19.29,1,1.16,,2023,269.9078333333333,-29.724669444444444
KMT-2023-BLG-0742,BLG04M0801.041420,18:04:07.62,-29:52:12.90,60073.3984,36.77,0.101,21.92,19.09,19.09,1,0.81,,2023,271.03174999999993,-29.870250000000002
KMT-2023-BLG-0743,SAO04T0106.018608,18:03:08.95,-30:22:05.48,60074.46787,4.06,0.802,18.7,18.6,18.6,1,0.91,,2023,270.78729166666665,-30.368188888888888
KMT-2023-BLG-0744,BLG11K0601.000910,17:24:08.29,-29:51:14.54,60136.14429,48.86,0.989,16.79,16.11,16.11,2,1.52,,2023,261.0345416666666,-29.85403888888889
KMT-2023-BLG-0745,BLG12K0101.031231,17:27:11.52,-27:46:34.18,60083.09213,55.66,0.144,21.37,20.0,20.46,2,2.02,OB230562,2023,261.79799999999994,-27.77616111111111
KMT-2023-BLG-0746,BLG12M0101.015667,17:32:00.54,-27:43:35.29,60076.04653,41.09,0.12,22.01,19.96,19.96,2,2.45,,2023,263.00225,-27.726469444444444
KMT-2023-BLG-0747,BLG12T0804.020160,17:22:55.47,-28:26:08.27,60077.59881,27.42,0.6,19.8,20.0,20.31,2,1.94,OB230565,2023,260.73112499999996,-28.435630555555555
KMT-2023-BLG-0748,BLG14K0706.052171,17:33:04.79,-28:08:52.73,60070.93366,4.01,0.668,19.76,20.0,21.08,2,2.67,,2023,263.2699583333333,-28.147980555555556
KMT-2023-BLG-0749,BLG14M0305.065714,17:40:01.34,-28:18:05.08,60074.3954,41.76,0.202,22.66,20.0,21.84,2,3.78,,2023,265.00558333333333,-28.30141111111111
KMT-2023-BLG-0750,BLG14M0406.004222,17:39:34.28,-28:06:23.29,60084.56761,26.24,0.633,18.25,17.58,17.58,2,2.8,,2023,264.8928333333333,-28.106469444444446
KMT-2023-BLG-0751,BLG15N0403.032058,17:39:37.50,-27:32:29.47,60082.05487,41.03,0.286,20.91,20.0,20.32,2,2.81,,2023,264.90624999999994,-27.541519444444447
KMT-2023-BLG-0752,BLG15N0404.003973,17:39:24.95,-27:24:49.61,60071.70833,3.0,0.554,19.62,17.53,17.53,2,2.42,,2023,264.8539583333333,-27.413780555555554
KMT-2023-BLG-0753,BLG16K0308.051342,17:35:32.43,-23:40:47.32,60069.98884,5.05,0.067,20.68,20.0,20.8,1,1.63,,2023,263.88512499999996,-23.679811111111114
KMT-2023-BLG-0754,BLG16M0107.029813,17:41:27.64,-23:47:42.11,60074.00103,50.13,0.117,20.8,20.0,20.05,2,1.69,,2023,265.36516666666665,-23.795030555555556
KMT-2023-BLG-0755,BLG17N0304.030497,17:48:03.39,-33:53:41.39,60080.88612,30.33,0.601,20.28,20.0,20.09,1,2.27,,2023,267.014125,-33.89483055555556
KMT-2023-BLG-0756,SAO18K0203.009709,17:45:15.70,-26:25:15.56,60075.13933,7.04,0.013,19.26,19.34,19.34,2,3.63,,2023,266.31541666666664,-26.42098888888889
KMT-2023-BLG-0757,SAO18T0701.063135,17:41:59.52,-27:41:31.16,60068.6179,0.84,0.223,19.93,20.0,22.16,2,4.06,,2023,265.498,-27.69198888888889
KMT-2023-BLG-0758,BLG19K0501.005507,17:43:24.08,-24:30:08.21,60092.50457,17.06,0.114,18.17,18.13,18.13,1,2.43,OB230598,2023,265.85033333333325,-24.502280555555554
KMT-2023-BLG-0759,BLG19T0204.077107,17:45:03.36,-25:18:28.12,60075.47243,19.98,0.838,19.88,20.0,21.57,2,2.77,,2023,266.26399999999995,-25.30781111111111
KMT-2023-BLG-0760,BLG21M0106.049699,17:58:57.44,-34:34:57.40,60068.35827,3.23,0.684,20.04,20.0,20.2,1,0.6,,2023,269.7393333333333,-34.58261111111111
KMT-2023-BLG-0761,SAO21T0607.044431,17:51:06.67,-35:37:26.51,60081.77227,27.29,0.238,19.55,19.62,19.62,1,0.72,,2023,267.77779166666664,-35.62403055555556
KMT-2023-BLG-0762,BLG31K0406.013201,18:11:23.30,-25:02:14.60,60131.4601,49.78,0.181,18.63,19.03,19.03,1,1.85,MB23250 OB230856,2023,272.8470833333333,-25.03738888888889
KMT-2023-BLG-0763,BLG31N0104.022642,18:17:47.11,-26:29:40.42,60083.98112,15.79,0.291,19.39,19.03,19.03,1,0.82,OB230646,2023,274.44629166666664,-26.49456111111111
KMT-2023-BLG-0764,BLG33K0601.018271,18:10:09.95,-29:54:12.71,60093.61223,26.18,0.528,18.67,18.66,18.66,1,0.67,OB230609,2023,272.5414583333333,-29.903530555555555
KMT-2023-BLG-0765,BLG33T0203.021905,18:12:23.50,-30:48:24.30,60118.49974,69.14,0.372,18.97,19.03,19.03,1,0.43,OB230545,2023,273.0979166666666,-30.80675
KMT-2023-BLG-0766,BLG35N0408.041749,18:07:08.32,-25:58:42.20,60073.77981,15.95,0.56,19.7,19.68,19.68,1,1.54,,2023,271.7846666666667,-25.978388888888887
KMT-2023-BLG-0767,BLG36N0202.030057,18:19:50.62,-24:37:56.78,60072.43966,175.89,0.019,24.77,19.67,19.67,1,0.85,,2023,274.9609166666666,-24.63243888888889
KMT-2023-BLG-0768,SAO37K0301.043043,17:43:09.18,-35:18:23.76,60071.73658,9.91,0.107,19.8,20.0,20.27,2,1.56,,2023,265.78824999999995,-35.306599999999996
KMT-2023-BLG-0769,BLG37T0208.028213,17:43:39.60,-35:28:48.90,60078.35566,16.18,0.178,20.3,20.0,20.24,2,1.88,,2023,265.9149999999999,-35.480250000000005
KMT-2023-BLG-0770,BLG41K0408.072332,17:51:49.54,-30:14:03.30,60068.9057,10.02,0.006,22.88,20.0,20.56,1,2.19,MB23169 OB230450,2023,267.95641666666666,-30.23425
KMT-2023-BLG-0771,BLG41K0705.011364,17:49:56.46,-30:35:23.32,60095.91164,43.02,0.974,18.35,18.16,18.16,1,2.6,OB230627,2023,267.48524999999995,-30.58981111111111
KMT-2023-BLG-0772,BLG42N0203.026703,17:58:04.27,-29:51:55.91,60071.89278,5.78,0.18,19.38,18.73,18.73,1,1.5,,2023,269.5177916666666,-29.86553055555556
KMT-2023-BLG-0773,BLG42N0307.043821,17:57:10.40,-29:20:47.62,60072.48112,22.23,0.192,21.59,19.39,19.39,1,1.72,,2023,269.2933333333333,-29.34656111111111
KMT-2023-BLG-0774,BLG43M0706.078245,18:02:46.64,-27:18:29.48,60121.89077,199.86,0.433,19.65,20.0,21.09,1,2.26,OB230120,2023,270.69433333333336,-27.30818888888889
KMT-2023-BLG-0775,BLG43T0302.051140,18:00:07.54,-28:58:34.39,60077.74615,19.47,0.406,19.46,18.9,18.9,1,0.92,,2023,270.03141666666664,-28.976219444444443
KMT-2023-BLG-0776,BLG04M0403.002731,18:06:32.97,-29:41:42.00,60087.60253,16.15,0.802,17.7,16.22,16.22,1,0.82,MB23211 OB230608,2023,271.63737499999996,-29.695
KMT-2023-BLG-0777,SAO17T0303.027666,17:43:14.98,-33:58:21.90,60070.71906,36.65,0.004,23.11,19.89,19.89,1,2.63,,2023,265.8124166666666,-33.972750000000005
KMT-2023-BLG-0778,BLG31N0808.004497,18:14:10.82,-25:55:19.49,60104.50943,38.5,0.691,18.38,17.36,17.36,1,1.1,OB230626,2023,273.5450833333333,-25.922080555555556
KMT-2023-BLG-0779,BLG03N0401.004724,18:04:42.70,-28:57:41.90,60083.49963,51.43,0.997,17.17,16.62,16.62,1,0.77,,2023,271.17791666666665,-28.96163888888889
KMT-2023-BLG-0780,BLG37T0602.000358,17:40:41.53,-36:14:37.21,60165.1391,65.71,0.301,15.58,15.53,15.53,2,1.8,OB230496,2023,265.1730416666667,-36.24366944444444
KMT-2023-BLG-0781,BLG42N0802.001375,17:54:31.73,-30:01:38.60,60126.92099,43.38,0.898,16.25,15.02,15.02,1,1.33,MB23248 OB230635,2023,268.63220833333327,-30.027388888888886
KMT-2023-BLG-0782,BLG01K0607.044693,17:50:58.86,-30:14:39.19,60073.35641,30.76,0.286,21.47,19.73,19.73,1,2.32,,2023,267.74524999999994,-30.244219444444447
KMT-2023-BLG-0783,BLG01N0107.049184,17:59:10.20,-31:23:57.08,60082.0781,27.0,0.378,20.47,19.85,19.85,1,1.49,,2023,269.7925,-31.39918888888889
KMT-2023-BLG-0784,SAO04K0803.013351,17:59:20.18,-29:39:54.29,60085.42115,46.37,0.375,19.95,17.92,17.92,1,1.29,,2023,269.8340833333333,-29.665080555555555
KMT-2023-BLG-0785,BLG14K0302.034027,17:35:30.52,-28:41:41.89,60080.281,28.78,0.484,19.8,20.0,20.59,2,2.99,OB230580,2023,263.8771666666666,-28.694969444444446
KMT-2023-BLG-0786,BLG14N0508.034120,17:38:52.55,-28:57:12.49,60074.88189,13.29,0.037,22.07,20.0,21.5,2,4.41,,2023,264.71895833333326,-28.953469444444444
KMT-2023-BLG-0787,BLG14N0606.007623,17:38:36.41,-29:16:17.00,60077.93944,6.67,0.218,19.59,19.57,19.57,2,4.3,,2023,264.65170833333326,-29.27138888888889
KMT-2023-BLG-0788,BLG16N0306.018832,17:40:20.54,-25:02:24.68,60078.3484,22.86,0.386,20.63,20.0,20.39,1,2.91,,2023,265.0855833333333,-25.040188888888892
KMT-2023-BLG-0789,BLG17N0104.008170,17:49:16.65,-33:50:06.50,60085.54648,51.3,0.721,18.62,18.54,18.54,1,1.71,,2023,267.319375,-33.83513888888889
KMT-2023-BLG-0790,BLG20T0805.008183,17:41:55.86,-23:03:20.27,60075.03382,27.75,0.192,21.25,19.07,19.07,2,1.63,,2023,265.48274999999995,-23.055630555555556
KMT-2023-BLG-0791,SAO42T0305.022895,17:52:29.58,-29:37:45.80,60075.94842,8.18,0.092,19.5,18.51,18.51,1,2.21,MB23186 OB230481,2023,268.12325,-29.62938888888889
KMT-2023-BLG-0792,BLG01M0504.041761,17:56:44.25,-30:36:55.12,60097.48442,199.09,0.023,23.19,19.59,19.59,1,1.93,MB23244 OB230604,2023,269.184375,-30.61531111111111
KMT-2023-BLG-0793,BLG01N0104.021859,17:58:50.84,-31:46:35.69,60085.61047,18.1,0.589,19.76,19.38,19.38,1,1.76,,2023,269.7118333333333,-31.776580555555554
KMT-2023-BLG-0794,SAO02K0402.031723,17:52:27.49,-28:44:57.19,60076.45079,10.06,0.113,21.69,20.0,20.47,3,3.23,OB230480,2023,268.11454166666664,-28.749219444444446
KMT-2023-BLG-0795,BLG03K0601.046576,17:58:30.55,-27:52:14.09,60090.70867,35.9,0.097,20.49,19.8,19.8,1,2.59,OB230512,2023,269.6272916666666,-27.870580555555556
KMT-2023-BLG-0796,SAO03M0305.071289,18:05:11.08,-27:19:10.99,60076.88851,3.86,0.041,19.79,19.63,19.63,1,0.95,OB230487,2023,271.29616666666664,-27.319719444444445
KMT-2023-BLG-0797,BLG03N0608.029183,18:03:33.07,-28:00:43.60,60081.04003,37.85,0.313,20.51,18.66,18.66,1,1.01,OB230538,2023,270.8877916666666,-28.01211111111111
KMT-2023-BLG-0798,BLG12M0104.028036,17:31:47.15,-27:21:09.58,60079.79952,16.26,0.824,19.91,20.0,20.73,2,2.78,,2023,262.9464583333333,-27.35266111111111
KMT-2023-BLG-0799,BLG13M0406.023675,17:37:54.31,-33:37:53.40,60092.58076,49.74,0.276,20.55,20.0,20.59,2,3.01,,2023,264.4762916666666,-33.6315
KMT-2023-BLG-0800,BLG15N0808.035239,17:37:20.70,-26:54:45.90,60118.2655,63.56,0.614,19.96,20.0,20.84,2,2.78,,2023,264.33624999999995,-26.91275
KMT-2023-BLG-0801,BLG16N0807.018219,17:37:35.02,-24:57:50.98,60075.73089,6.41,0.684,19.97,20.0,20.36,2,2.81,,2023,264.3959166666666,-24.96416111111111
KMT-2023-BLG-0802,SAO17T0605.017695,17:41:07.48,-33:42:27.83,60078.21143,24.21,0.2,21.13,19.61,19.61,2,2.14,,2023,265.28116666666665,-33.70773055555556
KMT-2023-BLG-0803,SSO18K0601.069266,17:43:00.64,-26:37:45.52,60075.17986,22.19,0.011,22.78,20.0,21.77,2,3.12,,2023,265.75266666666664,-26.62931111111111
KMT-2023-BLG-0804,BLG19K0207.010919,17:44:56.55,-23:43:44.80,60093.056,47.83,0.264,20.31,18.31,18.31,1,1.55,OB230666,2023,266.23562499999997,-23.72911111111111
KMT-2023-BLG-0805,SAO19K0806.017429,17:41:49.79,-23:58:25.28,60074.21849,18.53,0.053,21.62,19.83,19.83,1,2.13,,2023,265.4574583333333,-23.973688888888887
KMT-2023-BLG-0806,BLG19M0107.003995,17:50:29.88,-23:44:53.38,60075.45483,3.17,0.765,17.86,17.82,17.82,2,2.5,,2023,267.62449999999995,-23.748161111111113
KMT-2023-BLG-0807,SAO19T0701.087966,17:42:11.65,-25:41:15.97,60075.09738,16.71,0.11,21.84,20.0,21.8,2,2.49,,2023,265.5485416666666,-25.687769444444445
KMT-2023-BLG-0808,BLG31M0704.001500,18:14:44.28,-25:17:09.20,60085.40996,11.87,0.515,16.44,16.2,16.2,1,1.53,MB23182,2023,273.68449999999996,-25.28588888888889
KMT-2023-BLG-0809,SAO41K0402.001705,17:52:04.01,-31:03:14.90,60083.18266,4.08,0.165,15.93,15.94,15.94,1,2.1,,2023,268.01670833333327,-31.05413888888889
KMT-2023-BLG-0810,SAO42K0101.065009,17:53:38.97,-29:04:24.71,60073.8482,18.41,0.342,20.63,19.5,19.5,1,2.11,,2023,268.412375,-29.073530555555557
KMT-2023-BLG-0811,SAO42N0805.079584,17:54:34.42,-29:37:23.99,60078.46827,12.15,0.394,19.88,19.55,19.55,1,1.37,,2023,268.6434166666666,-29.623330555555555
KMT-2023-BLG-0812,BLG43M0404.014174,18:04:24.37,-27:32:07.69,60078.02284,20.93,0.398,18.21,18.09,18.09,1,0.99,OB230333,2023,271.1015416666666,-27.535469444444445
KMT-2023-BLG-0813,BLG01K0102.018249,17:53:58.76,-30:55:17.29,60079.10707,6.81,0.024,20.38,18.69,18.69,1,1.94,MB23176,2023,268.4948333333333,-30.921469444444444
KMT-2023-BLG-0814,BLG01K0105.003415,17:54:09.86,-30:30:50.69,60092.80468,15.73,0.905,17.35,16.08,16.08,1,1.46,MB23217 OB230610,2023,268.5410833333333,-30.514080555555555
KMT-2023-BLG-0815,BLG01K0601.037389,17:51:06.08,-31:01:46.88,60079.0022,8.11,0.035,21.27,20.0,20.62,2,2.63,,2023,267.7753333333333,-31.029688888888888
KMT-2023-BLG-0816,BLG01K0606.016188,17:50:55.93,-30:25:55.70,60080.30938,21.3,0.371,19.92,18.76,18.76,1,2.6,OB230503,2023,267.7330416666666,-30.43213888888889
KMT-2023-BLG-0817,BLG01M0205.052117,17:58:05.38,-30:27:35.39,60079.39986,7.81,0.059,22.19,20.0,20.37,1,2.19,,2023,269.5224166666666,-30.459830555555556
KMT-2023-BLG-0818,BLG01T0308.018750,17:52:35.24,-31:14:00.82,60085.62613,15.5,0.116,20.55,18.95,18.95,1,2.34,,2023,268.1468333333333,-31.23356111111111
KMT-2023-BLG-0819,BLG01T0505.026269,17:51:38.16,-31:38:39.41,60075.28068,182.68,0.015,23.07,20.0,20.4,1,3.45,,2023,267.909,-31.644280555555554
KMT-2023-BLG-0820,BLG02M0101.026122,17:58:42.76,-28:54:35.50,60082.59208,48.93,0.115,22.0,18.29,18.29,1,1.25,,2023,269.6781666666666,-28.90986111111111
KMT-2023-BLG-0821,BLG02M0806.022527,17:54:48.99,-28:13:02.82,60083.23606,8.33,0.078,19.81,19.75,19.75,2,3.1,OB230511,2023,268.704125,-28.21745
KMT-2023-BLG-0822,BLG02N0205.007454,17:58:31.11,-29:27:16.42,60095.36721,37.82,0.8,18.34,17.04,17.04,1,1.3,OB230421,2023,269.6296249999999,-29.45456111111111
KMT-2023-BLG-0823,SSO02N0605.023844,17:55:51.44,-29:29:04.60,60076.12759,0.97,0.247,18.9,18.55,18.55,1,1.79,,2023,268.9643333333333,-29.48461111111111
KMT-2023-BLG-0824,BLG02N0802.094862,17:54:40.90,-29:56:31.70,60074.22305,28.21,0.216,20.24,19.91,19.91,1,1.35,,2023,268.6704166666666,-29.942138888888888
KMT-2023-BLG-0825,BLG02T0103.040216,17:54:11.39,-29:43:46.49,60079.33363,3.4,0.098,20.18,18.76,18.76,1,1.33,MB23187,2023,268.5474583333333,-29.729580555555554
